ID,Label,Valor
2102,Kit de recirculación,No
2102,Vidrio,Si
2102,Conexión Wi-Fi, 
2105,Ancho,60
2105,Profundidad (cm),48
2105,Años de garantía totales,1
2105,Luz Interior,Yes
2105,Alto (cm),15
2105,Kit de recirculación,Si
2105,Vidrio,Si
2105,Conexión Wi-Fi, 
2106,Ancho,76
2106,Profundidad (cm),49
2106,Años de garantía totales,1
2106,Luz Interior,Yes
2106,Alto (cm),15
2106,Kit de recirculación,Si
2106,Vidrio,Si
2106,Conexión Wi-Fi, 
2107,Ancho,
2107,Profundidad (cm),
2107,Años de garantía totales,
2107,Luz Interior,No
2107,Alto (cm),
2107,Kit de recirculación, 
2107,Vidrio, 
2107,Conexión Wi-Fi, 
2109,Ancho,90
2109,Profundidad (cm),47
2109,Años de garantía totales,1
2109,Luz Interior,Yes
2109,Alto (cm),107
2109,Kit de recirculación,Si
2109,Vidrio,Si
2109,Conexión Wi-Fi, 
2110,Ancho,90
2110,Profundidad (cm),47
2110,Años de garantía totales,1
2110,Luz Interior,Yes
2110,Alto (cm),107
2110,Kit de recirculación,Si
2110,Vidrio,No
2110,Conexión Wi-Fi, 
2111,Ancho,76
2111,Profundidad (cm),46
2111,Años de garantía totales,1
2111,Luz Interior,Yes
2111,Alto (cm),99.5
2111,Kit de recirculación,Si
2111,Vidrio,Si
2111,Conexión Wi-Fi, 
2112,Ancho,80
2112,Profundidad (cm),48
2112,Años de garantía totales,1
2112,Luz Interior,Yes
2112,Alto (cm),15
2112,Kit de recirculación,Si
2112,Vidrio,Si
2112,Conexión Wi-Fi,No
2113,Ancho,80
2113,Profundidad (cm),48
2113,Años de garantía totales,1
2113,Luz Interior,Yes
2113,Alto (cm),15
2113,Kit de recirculación,Si
2113,Vidrio,No
2113,Conexión Wi-Fi, 
2114,Ancho,
2114,Profundidad (cm),
2114,Años de garantía totales,
2114,Luz Interior,No
2114,Alto (cm),
2114,Kit de recirculación, 
2114,Vidrio, 
2114,Conexión Wi-Fi, 
2116,Años de garantía totales,8 Años
2116,Confort,Firme
2116,Tipo de tela-pillow,Tejido de punto
2116,Tipo de tela-borde y base,Jacquart
2116,Medidas del colchon (m),1.40 X 1.90
2116,Tipo de colchon,Ortopédica
2116,Tipo de resortes,Off Set
2116,Cantidad de resortes,399
2116,Base acolchada,Si
2116,No. de patas,9
2116,Tamaño,Matrimonial
2117,Años de garantía totales,8 Años
2117,Confort,Firme
2117,Tipo de tela-pillow,Tejido de punto
2117,Tipo de tela-borde y base,Jacquart
2117,Medidas del colchon (m),1.55 X 1.90
2117,Tipo de colchon,Ortopédica
2117,Tipo de resortes,Off Set
2117,Cantidad de resortes,460
2117,Base acolchada,Si
2117,No. de patas,9
2117,Tamaño,Queen
2118,Años de garantía totales,8 Años
2118,Confort,Firme
2118,Tipo de tela-pillow,Tejido de punto
2118,Tipo de tela-borde y base,Jacquart
2118,Medidas del colchon (m),2.00 X 2.00
2118,Tipo de colchon,Ortopédica
2118,Tipo de resortes,Off Set
2118,Cantidad de resortes,600
2118,Base acolchada,Si
2118,No. de patas,12
2118,Tamaño,King
2119,Años de garantía totales,8 Años
2119,Confort,Semi-firme
2119,Tipo de tela-pillow,Tejido de punto
2119,Tipo de tela-borde y base,Jacquart
2119,Medidas del colchon (m),1.40 X 1.90
2119,Tipo de colchon,2 Pillow
2119,Tipo de resortes,Power Bonell 
2119,Cantidad de resortes,396
2119,Base acolchada,Si
2119,No. de patas,9
2119,Tamaño,Matrimonial
2120,Años de garantía totales,8 Años
2120,Confort,Semi-firme
2120,Tipo de tela-pillow,Tejido de punto
2120,Tipo de tela-borde y base,Jacquart
2120,Medidas del colchon (m),1.55 X 1.90
2120,Tipo de colchon,2 Pillow
2120,Tipo de resortes,Power Bonell 
2120,Cantidad de resortes,456
2120,Base acolchada,Si
2120,No. de patas,9
2120,Tamaño,Queen
2121,Años de garantía totales,8 Años
2121,Confort,Semi-firme
2121,Tipo de tela-pillow,Tejido de punto
2121,Tipo de tela-borde y base,Jacquart
2121,Medidas del colchon (m),2.00 X 2.00
2121,Tipo de colchon,2 Pillow
2121,Tipo de resortes,Power Bonell 
2121,Cantidad de resortes,589
2121,Base acolchada,Si
2121,No. de patas,12
2121,Tamaño,King
2126,Filtro lavable,No
2126,Uso, 
2126,Capacidad en litros, 
2126,Tipo, 
2126,Bolsa,No
2126,Fuente de energía, 
2129,Tipo de bebida, 
2129,Tazas por caja, 
2130,Tipo de bebida, 
2130,Tazas por caja, 
2131,Tipo de bebida,Capuccino & Latte
2131,Tazas por caja,8 tazas (dos cápsulas por taza)
2132,Tipo de bebida,Capuccino & Latte
2132,Tazas por caja,8 tazas (dos cápsulas por taza)
2133,Tipo de bebida, 
2133,Tazas por caja, 
2134,Tipo de bebida,Chocolate
2134,Tazas por caja,8 tazas (dos cápsulas por taza)
2135,Tipo de bebida,Chocolate
2135,Tazas por caja,8 tazas (dos cápsulas por taza)
2140,Tipo de jarra, 
2140,Filtro permanente, 
2140,Digital,
2140,Programable, 
2140,Capacidad,
2140,Cápsulas,
2141,Tipo de jarra,Acero
2141,Filtro permanente,
2141,Digital,Yes
2141,Programable,Si
2141,Capacidad,
2141,Cápsulas,
2145,Tipo de jarra,Acero
2145,Filtro permanente,
2145,Digital,Yes
2145,Programable,Si
2145,Capacidad,
2145,Cápsulas,
2147,Tipo de bebida,Espresso
2147,Tazas por caja,8 tazas (dos cápsulas por taza)
2149,Tipo de jarra,Acero
2149,Filtro permanente,
2149,Digital,Yes
2149,Programable,Si
2149,Capacidad,
2149,Cápsulas,
2159,Tipo de jarra,
2159,Filtro permanente,Si
2159,Digital,No
2159,Programable,
2159,Capacidad,
2159,Cápsulas,
2160,Tipo de jarra,
2160,Filtro permanente,Si
2160,Digital,No
2160,Programable,
2160,Capacidad,
2160,Cápsulas,
2166,Tipo de jarra,Plástico
2166,Filtro permanente,No
2166,Digital,Yes
2166,Programable,Si
2166,Capacidad,1 litros
2166,Cápsulas,Yes
2167,Tipo de estuche,Protector
2168,Tipo de estuche,Protector
2173,Ancho,29.5
2173,Profundidad (cm),33.8
2173,Alto (cm),46.5
2173,Capacidad de memoria RAM,8 GB
2173,Almacenamiento,1 TB
2173,Sistema Operativo,Windows 10
2173,Peso,4.6 Kg
2173,Procesador,Intel Core i5
2173,Tiempo de garantía,1 año
2173,Tarjeta de video,Intel UHD 630
2173,Teclado,No
2173,Mouse,No
2173,Monitor,No
2173,Color de iluminación,Multicolor
2177,Temporizador, 
2177,Capacidad en litros, 
2187,Tamaño de pantalla,"15"""
2187,Ancho,35.79
2187,Profundidad (cm),2.25
2187,Alto (cm),23.97
2187,Capacidad de memoria RAM,8 GB
2187,Almacenamiento,512 GB
2187,Sistema Operativo,Windows 10
2187,Peso,2.37 Kg
2187,Procesador,AMD Ryzen 7
2187,Tiempo de garantía,1 año
2187,Tarjeta de video,Nvidia GTX1650
2187,Color de iluminación,Blanco
2188,Potencia,1500 Watts
2188,Ruedas,Yes
2188,Uso,Doméstico
2188,Tiempo de trabajo,45 minutos
2188,Tiempo de descanso,15 minutos de descanso
2188,Tiempo máximo,3 veces a la semana
2188,Largo de manguera,6 metros
2188,Presión (PSI),1800
2191,Tamaño de pantalla,"15"""
2191,Ancho,36
2191,Profundidad (cm),2.35
2191,Alto (cm),25.7
2191,Capacidad de memoria RAM,8 GB
2191,Almacenamiento,256 GB
2191,Sistema Operativo,Windows 10
2191,Peso,1.98 Kg
2191,Procesador,AMD Ryzen 5
2191,Tiempo de garantía,1 año
2191,Tarjeta de video,Nvidia GTX1650
2191,Color de iluminación,Blanco
2192,Tamaño de pantalla,"15"""
2192,Ancho,36
2192,Profundidad (cm),2.35
2192,Alto (cm),25.7
2192,Capacidad de memoria RAM,8 GB
2192,Almacenamiento,512 GB
2192,Sistema Operativo,Windows 10
2192,Peso,1.98 Kg
2192,Procesador,AMD Ryzen 7
2192,Tiempo de garantía,1 año
2192,Tarjeta de video,Nvidia GTX1650
2192,Color de iluminación,Blanco
2193,Tamaño de pantalla,"15.6"""
2193,Ancho,36
2193,Profundidad (cm),25.6
2193,Alto (cm),2.34
2193,Capacidad de memoria RAM,8 GB
2193,Almacenamiento,256 GB
2193,Sistema Operativo,Windows 10
2193,Peso,2.3 Kg
2193,Procesador,AMD Ryzen 5
2193,Tiempo de garantía,1 año
2193,Tarjeta de video,Nvidia GeForce GTX 1050
2193,Color de iluminación,Multicolor
2194,Tamaño de pantalla,"15.6"""
2194,Ancho,36
2194,Profundidad (cm),2.35
2194,Alto (cm),25.7
2194,Capacidad de memoria RAM,12 GB
2194,Almacenamiento,512 GB
2194,Sistema Operativo,Windows 10
2194,Peso,"1,98 kg"
2194,Procesador,AMD Ryzen 7
2194,Tiempo de garantía,1 año
2194,Tarjeta de video,Nvidia GeForce GTX 1650 Ti
2194,Color de iluminación,Blanco
2195,Tamaño de pantalla,"16"""
2195,Ancho,37
2195,Profundidad (cm),2.35
2195,Alto (cm),26.25
2195,Capacidad de memoria RAM,8 GB
2195,Almacenamiento,512 GB
2195,Sistema Operativo,Windows 10
2195,Peso,2.36 Kg
2195,Procesador,Intel Core i5
2195,Tiempo de garantía,1 año
2195,Tarjeta de video,Nvidia GTX1650
2195,Color de iluminación,Blanco
2199,Tamaño de pantalla,"15.6"""
2199,Ancho,35.79
2199,Profundidad (cm),2.25
2199,Alto (cm),23.97
2199,Capacidad de memoria RAM,8 GB
2199,Almacenamiento,512 GB
2199,Sistema Operativo,Windows 10
2199,Peso,2.36 kg
2199,Procesador,Intel Core i7
2199,Tiempo de garantía,1 año
2199,Tarjeta de video,Nvidia GTX1650
2199,Color de iluminación,Blanco
